timestamp_iso,timestamp_unix,hour_of_day,day_of_week,soil_now,moisture_mean,moisture_delta,moisture_slope,soil_x_slope,dry_duration,temp_now,humidity_now,light_now,combined_stress,risk,anomaly,recovering,sequence,step_in_sequence,minutes_until_water
2026-01-03 04:10:00,1767413400,4,5,56.706,57.22,-0.186,-0.311,-17.647,0.0,18.696,82.309,210.59,0.003,0,0,0,31,12,7740.0
2026-01-03 04:50:00,1767415800,4,5,78.302,78.592,-0.224,-0.174,-13.65,0.0,20.459,68.756,178.294,0.008,0,0,0,56,3,12060.0
2026-01-03 06:20:00,1767421200,6,5,74.264,74.821,-0.138,-0.414,-30.74,0.0,19.95,79.128,51.769,0.0,0,0,0,9,13,10620.0
2026-01-03 07:10:00,1767424200,7,5,56.097,56.834,-0.609,-0.515,-28.871,0.0,26.561,56.38,311.885,0.159,0,0,0,31,13,7560.0
2026-01-03 07:50:00,1767426600,7,5,77.904,78.362,-0.398,-0.27,-21.055,0.0,17.981,66.767,300.011,0.029,0,0,0,56,4,11880.0
2026-01-03 09:20:00,1767432000,9,5,73.328,74.277,-0.936,-0.595,-43.607,0.0,27.445,55.242,728.529,0.299,0,0,0,9,14,10440.0
2026-01-03 10:10:00,1767435000,10,5,55.177,56.218,-0.92,-0.572,-31.541,0.0,27.893,55.08,801.205,0.328,0,0,0,31,14,7380.0
2026-01-03 10:50:00,1767437400,10,5,76.609,77.835,-1.295,-0.639,-48.932,0.0,30.24,44.547,781.438,0.414,0,0,0,56,5,11700.0
2026-01-03 12:20:00,1767442800,12,5,71.769,73.441,-1.559,-0.878,-62.984,0.0,29.71,55.085,831.303,0.367,0,0,0,9,15,10260.0
2026-01-03 13:10:00,1767445800,13,5,53.938,55.48,-1.239,-0.923,-49.76,0.0,29.256,58.194,809.088,0.337,0,0,0,31,15,7200.0
2026-01-03 13:50:00,1767448200,13,5,75.482,77.074,-1.127,-0.94,-70.941,0.0,28.464,56.841,1047.677,0.357,0,0,0,56,6,11520.0
2026-01-03 15:20:00,1767453600,15,5,70.679,72.51,-1.09,-1.195,-84.477,0.0,27.384,59.055,630.705,0.251,0,0,0,9,16,10080.0
2026-01-03 16:10:00,1767456600,16,5,53.178,54.598,-0.76,-0.973,-51.742,0.0,25.988,67.159,598.49,0.214,0,0,0,31,16,7020.0
2026-01-03 16:50:00,1767459000,16,5,75.073,76.267,-0.409,-0.944,-70.847,0.0,22.077,59.664,628.407,0.159,0,0,0,56,7,11340.0
2026-01-03 18:20:00,1767464400,18,5,70.442,71.555,-0.236,-0.962,-67.765,0.0,18.011,60.95,20.0,0.0,0,0,0,9,17,9900.0
2026-01-03 19:10:00,1767467400,19,5,52.764,53.765,-0.414,-0.804,-42.438,0.0,21.416,69.149,189.953,0.024,0,0,0,31,17,6840.0
2026-01-03 19:50:00,1767469800,19,5,74.884,75.512,-0.189,-0.575,-43.068,0.0,19.659,76.57,60.174,0.0,0,0,0,56,8,11160.0
2026-01-03 21:20:00,1767475200,21,5,69.469,70.59,-0.973,-0.767,-53.269,0.0,20.542,75.012,89.28,0.009,0,0,0,9,18,9720.0
2026-01-03 22:10:00,1767478200,22,5,53.057,53.235,0.293,-0.294,-15.581,0.0,19.645,69.166,138.642,0.0,0,0,0,31,18,6660.0
2026-01-03 22:50:00,1767480600,22,5,74.373,74.953,-0.512,-0.37,-27.513,0.0,19.7,74.352,96.644,0.0,0,0,0,56,9,10980.0
2026-01-04 00:20:00,1767486000,0,6,68.966,69.889,-0.503,-0.571,-39.385,0.0,23.229,76.937,196.92,0.054,0,0,0,9,19,9540.0
2026-01-04 01:10:00,1767489000,1,6,53.215,53.054,0.158,0.012,0.658,0.0,17.146,67.282,20.0,0.0,0,0,0,31,19,6480.0
2026-01-04 01:50:00,1767491400,1,6,73.422,74.438,-0.95,-0.55,-40.398,0.0,20.897,79.076,127.066,0.015,0,0,0,56,10,10800.0
2026-01-04 03:20:00,1767496800,3,6,68.25,69.282,-0.715,-0.731,-49.875,0.0,19.484,74.803,130.304,0.0,0,0,0,9,20,9360.0
2026-01-04 04:10:00,1767499800,4,6,52.366,52.851,-0.85,-0.133,-6.96,0.0,20.793,71.947,74.817,0.013,0,0,0,31,20,6300.0
2026-01-04 04:50:00,1767502200,4,6,72.613,73.823,-0.81,-0.757,-54.973,0.0,19.008,64.295,63.872,0.0,0,0,0,56,11,10620.0
2026-01-04 06:20:00,1767507600,6,6,67.54,68.556,-0.71,-0.643,-43.423,0.0,20.293,74.469,91.49,0.005,0,0,0,9,21,9180.0
2026-01-04 07:10:00,1767510600,7,6,51.727,52.591,-0.639,-0.443,-22.938,0.0,22.838,63.062,396.228,0.103,0,0,0,31,21,6120.0
2026-01-04 07:50:00,1767513000,7,6,73.123,73.383,0.51,-0.417,-30.461,0.0,20.477,74.493,265.014,0.027,0,0,0,56,12,10440.0
2026-01-04 09:20:00,1767518400,9,6,65.555,67.578,-1.985,-1.137,-74.524,0.0,31.142,61.509,794.776,0.356,0,0,0,9,22,9000.0
2026-01-04 10:10:00,1767521400,10,6,50.123,51.858,-1.604,-1.031,-51.664,0.0,28.214,54.706,822.952,0.341,0,0,0,31,22,5940.0
2026-01-04 10:50:00,1767523800,10,6,71.388,72.637,-1.735,-0.678,-48.408,0.0,28.387,45.985,710.969,0.356,0,0,0,56,13,10260.0
2026-01-04 12:20:00,1767529200,12,6,63.799,66.286,-1.756,-1.484,-94.66,0.0,31.482,47.936,965.638,0.452,0,0,0,9,23,8820.0
2026-01-04 13:10:00,1767532200,13,6,48.369,50.646,-1.754,-1.332,-64.435,0.0,29.407,52.501,917.664,0.394,0,0,0,31,23,5760.0
2026-01-04 13:50:00,1767534600,13,6,70.202,71.831,-1.187,-0.804,-56.425,0.0,27.901,47.195,804.176,0.368,0,0,0,56,14,10080.0
2026-01-04 15:20:00,1767540000,15,6,62.819,64.928,-0.98,-1.574,-98.862,0.0,25.477,51.453,741.561,0.289,0,0,0,9,24,8640.0
2026-01-04 16:10:00,1767543000,16,6,47.97,49.547,-0.4,-1.252,-60.081,0.0,25.719,67.53,482.374,0.176,0,0,0,31,24,5580.0
2026-01-04 16:50:00,1767545400,16,6,69.175,70.972,-1.027,-1.316,-91.035,0.0,24.261,58.921,462.101,0.151,0,0,0,56,15,9900.0
2026-01-04 18:00:00,1767549600,18,6,61.609,61.609,-0.963,0.0,0.0,0.0,16.179,60.751,20.0,0.0,0,0,0,2,0,7020.0
2026-01-04 18:20:00,1767550800,18,6,69.45,69.45,-0.404,0.0,0.0,0.0,23.473,71.606,22.876,0.058,0,0,0,60,0,8460.0
2026-01-04 18:20:00,1767550800,18,6,61.985,63.539,-0.834,-1.19,-73.767,0.0,20.61,69.628,74.219,0.01,0,0,0,9,25,8460.0
2026-01-04 19:10:00,1767553800,19,6,47.8,48.565,-0.17,-0.774,-37.017,0.0,20.58,77.496,206.257,0.011,0,0,0,31,25,5400.0
2026-01-04 19:50:00,1767556200,19,6,68.956,69.93,-0.219,-0.811,-55.913,0.0,16.973,70.341,135.015,0.0,0,0,0,56,16,9720.0
2026-01-04 21:00:00,1767560400,21,6,61.301,61.455,-0.308,-0.308,-18.905,0.0,22.381,74.055,76.889,0.04,0,0,0,2,1,6840.0
2026-01-04 21:20:00,1767561600,21,6,61.058,62.415,-0.927,-0.914,-55.784,0.0,20.781,79.511,107.125,0.013,0,0,0,9,26,8280.0
2026-01-04 21:20:00,1767561600,21,6,68.889,69.169,-0.561,-0.561,-38.658,0.0,21.876,67.606,48.343,0.031,0,0,0,60,1,8280.0
2026-01-04 22:10:00,1767564600,22,6,47.143,47.82,-0.657,-0.409,-19.277,0.0,18.065,73.157,69.184,0.0,0,0,0,31,26,5220.0
2026-01-04 22:50:00,1767567000,22,6,68.943,69.319,-0.013,-0.42,-28.932,0.0,19.655,69.156,110.843,0.0,0,0,0,56,17,9540.0
2026-01-05 00:00:00,1767571200,0,0,61.013,61.308,-0.288,-0.298,-18.182,0.0,20.457,69.117,116.677,0.008,0,0,0,2,2,6660.0
2026-01-05 00:20:00,1767572400,0,0,69.556,69.298,0.668,0.053,3.706,0.0,15.445,76.537,20.0,0.0,0,0,0,60,2,8100.0
2026-01-05 00:20:00,1767572400,0,0,60.521,61.596,-0.537,-0.766,-46.361,0.0,17.871,75.916,91.055,0.0,0,0,0,9,27,8100.0
2026-01-05 01:10:00,1767575400,1,0,46.075,47.247,-1.068,-0.632,-29.101,0.0,21.407,80.096,148.672,0.023,0,0,0,31,27,5040.0
2026-01-05 01:50:00,1767577800,1,0,68.641,68.928,-0.302,-0.178,-12.216,0.0,21.705,73.801,20.346,0.028,0,0,0,56,18,9360.0
2026-01-05 03:00:00,1767582000,3,0,60.562,61.121,-0.451,-0.349,-21.129,0.0,16.754,66.079,41.531,0.0,0,0,0,2,3,6480.0
2026-01-05 03:20:00,1767583200,3,0,60.216,60.945,-0.305,-0.59,-35.512,0.0,19.341,76.673,84.604,0.0,0,0,0,9,28,7920.0
2026-01-05 03:20:00,1767583200,3,0,68.928,69.206,-0.628,-0.174,-11.988,0.0,17.232,79.348,125.552,0.0,0,0,0,60,3,7920.0
2026-01-05 04:10:00,1767586200,4,0,45.665,46.671,-0.41,-0.712,-32.496,0.0,21.019,73.122,284.947,0.041,0,0,0,31,28,4860.0
2026-01-05 04:50:00,1767588600,4,0,68.25,68.697,-0.39,-0.235,-16.042,0.0,16.125,73.256,73.36,0.0,0,0,0,56,19,9180.0
2026-01-05 06:00:00,1767592800,6,0,60.325,60.8,-0.238,-0.325,-19.63,0.0,19.053,74.853,24.523,0.0,0,0,0,2,4,6300.0
2026-01-05 06:20:00,1767594000,6,0,68.66,69.008,-0.268,-0.076,-5.23,0.0,20.263,74.967,122.511,0.004,0,0,0,60,4,7740.0
2026-01-05 06:20:00,1767594000,6,0,59.869,60.416,-0.347,-0.396,-23.733,0.0,18.624,68.419,102.42,0.0,0,0,0,9,29,7740.0
2026-01-05 07:10:00,1767597000,7,0,45.038,45.98,-0.627,-0.702,-31.598,0.0,19.785,66.782,164.634,0.0,0,0,0,31,29,4680.0
2026-01-05 07:50:00,1767599400,7,0,67.741,68.394,-0.509,-0.4,-27.124,0.0,21.236,60.552,223.763,0.027,0,0,0,56,20,9000.0
2026-01-05 08:10:00,1767600600,8,0,66.571,66.571,-0.332,0.0,0.0,0.0,23.664,60.315,581.187,0.17,0,0,0,41,0,7380.0
2026-01-05 09:00:00,1767603600,9,0,59.046,60.237,-1.278,-0.656,-38.712,0.0,23.361,67.69,770.429,0.219,0,0,0,2,5,6120.0
2026-01-05 09:20:00,1767604800,9,0,68.155,68.825,-0.505,-0.467,-31.844,0.0,23.912,58.078,748.889,0.232,0,0,0,60,5,7560.0
2026-01-05 09:20:00,1767604800,9,0,58.73,59.834,-1.138,-0.597,-35.048,0.0,28.048,62.436,799.328,0.305,0,0,0,9,30,7560.0
2026-01-05 10:10:00,1767607800,10,0,44.184,45.24,-0.854,-0.63,-27.843,0.0,26.291,57.802,995.233,0.316,0,0,0,31,30,4500.0
2026-01-05 10:50:00,1767610200,10,0,66.399,67.758,-1.343,-0.747,-49.628,0.0,27.6,59.521,807.781,0.303,0,0,0,56,21,8820.0
2026-01-05 11:10:00,1767611400,11,0,65.497,66.034,-1.073,-1.073,-70.302,0.0,23.976,46.538,742.296,0.289,0,0,0,41,1,7200.0
2026-01-05 12:00:00,1767614400,12,0,57.39,59.331,-1.656,-1.057,-60.682,0.0,27.176,44.962,934.759,0.395,0,0,0,2,6,5940.0
2026-01-05 12:20:00,1767615600,12,0,66.096,67.96,-2.059,-0.944,-62.403,0.0,30.07,58.187,907.184,0.377,0,0,0,60,6,7380.0
2026-01-05 12:20:00,1767615600,12,0,57.456,59.068,-1.274,-0.92,-52.845,0.0,27.568,54.507,841.721,0.337,0,0,0,9,31,7380.0
2026-01-05 12:50:00,1767617400,12,0,84.201,84.201,-1.39,0.0,0.0,0.0,28.471,46.881,857.598,0.395,0,0,0,1,0,16020.0
2026-01-05 13:10:00,1767618600,13,0,42.568,44.364,-1.616,-1.032,-43.946,0.0,30.187,56.831,867.627,0.376,0,0,0,31,31,4320.0
2026-01-05 13:50:00,1767621000,13,0,64.403,66.698,-1.996,-1.283,-82.598,0.0,31.2,51.686,885.681,0.424,0,0,0,56,22,8640.0
2026-01-05 14:10:00,1767622200,14,0,64.93,65.666,-0.567,-0.82,-53.254,0.0,25.229,56.857,673.324,0.238,0,0,0,41,2,7020.0
2026-01-05 15:00:00,1767625200,15,0,56.105,58.216,-1.286,-1.407,-78.916,0.0,28.398,55.288,748.752,0.32,0,0,0,2,7,5760.0
2026-01-05 15:20:00,1767626400,15,0,65.083,66.998,-1.012,-1.192,-77.597,0.0,26.788,59.326,690.654,0.257,0,0,0,60,7,7200.0
2026-01-05 15:20:00,1767626400,15,0,56.947,58.251,-0.509,-0.974,-55.46,0.0,23.98,55.857,745.534,0.243,0,0,0,9,32,7200.0
2026-01-05 15:50:00,1767628200,15,0,82.841,83.521,-1.36,-1.36,-112.635,0.0,26.792,60.48,591.256,0.225,0,0,0,1,1,15840.0
2026-01-05 16:10:00,1767629400,16,0,42.218,43.502,-0.35,-0.94,-39.686,0.0,23.064,65.546,492.95,0.135,0,0,0,31,32,4140.0
2026-01-05 16:50:00,1767631800,16,0,64.509,65.763,0.106,-1.077,-69.5,0.0,25.903,64.548,534.793,0.194,0,0,0,56,23,8460.0
2026-01-05 17:10:00,1767633000,17,0,64.341,65.335,-0.589,-0.743,-47.824,0.0,20.829,80.377,341.352,0.054,0,0,0,41,3,6840.0
2026-01-05 18:00:00,1767636000,18,0,56.284,57.206,0.179,-0.921,-51.825,0.0,20.549,71.807,36.006,0.009,0,0,0,2,8,5580.0
2026-01-05 18:20:00,1767637200,18,0,64.725,66.015,-0.358,-1.143,-73.983,0.0,20.48,85.107,20.0,0.008,0,0,0,60,8,7020.0
2026-01-05 18:20:00,1767637200,18,0,56.497,57.408,-0.45,-0.744,-42.054,0.0,18.786,71.486,52.646,0.0,0,0,0,9,33,7020.0
2026-01-05 18:50:00,1767639000,18,0,82.119,83.053,-0.722,-1.041,-85.474,0.0,19.064,73.345,49.154,0.0,0,0,0,1,2,15660.0
2026-01-05 19:10:00,1767640200,19,0,42.188,42.789,-0.03,-0.665,-28.073,0.0,19.171,61.244,103.724,0.0,0,0,0,31,33,3960.0
2026-01-05 19:50:00,1767642600,19,0,64.397,64.927,-0.112,-0.667,-42.955,0.0,17.949,74.459,153.241,0.0,0,0,0,56,24,8280.0
2026-01-05 20:10:00,1767643800,20,0,63.378,64.537,-0.963,-0.707,-44.778,0.0,18.171,76.749,85.898,0.0,0,0,0,41,4,6660.0
2026-01-05 21:00:00,1767646800,21,0,55.62,56.35,-0.664,-0.59,-32.827,0.0,19.195,75.979,149.954,0.0,0,0,0,2,9,5400.0
2026-01-05 21:20:00,1767648000,21,0,55.323,56.556,-1.174,-0.711,-39.338,0.0,19.38,75.313,257.449,0.016,0,0,0,9,34,6840.0
2026-01-05 21:20:00,1767648000,21,0,64.267,65.043,-0.458,-0.609,-39.17,0.0,17.213,78.249,89.479,0.0,0,0,0,60,9,6840.0
2026-01-05 21:50:00,1767649800,21,0,81.228,82.597,-0.89,-0.991,-80.474,0.0,18.177,78.813,42.658,0.0,0,0,0,1,3,15480.0
2026-01-05 22:10:00,1767651000,22,0,42.315,42.322,0.128,-0.084,-3.56,0.0,19.561,75.24,20.0,0.0,0,0,0,31,34,3780.0
2026-01-05 22:50:00,1767653400,22,0,63.784,64.274,-0.613,-0.206,-13.151,0.0,12.527,71.657,134.343,0.0,0,0,0,56,25,8100.0
2026-01-05 23:10:00,1767654600,23,0,62.916,63.891,-0.462,-0.672,-42.249,0.0,20.631,69.096,69.486,0.011,0,0,0,41,5,6480.0
2026-01-06 00:00:00,1767657600,0,1,55.395,55.851,-0.225,-0.237,-13.111,0.0,17.328,75.31,71.915,0.0,0,0,0,2,10,5220.0
2026-01-06 00:20:00,1767658800,0,1,63.727,64.451,-0.54,-0.452,-28.81,0.0,21.284,63.882,69.258,0.021,0,0,0,60,10,6660.0
2026-01-06 00:20:00,1767658800,0,1,54.995,55.941,-0.328,-0.651,-35.787,0.0,19.805,50.054,166.017,0.05,0,0,0,9,35,6660.0
2026-01-06 00:50:00,1767660600,0,1,79.75,81.485,-1.478,-1.03,-82.156,0.0,24.099,69.974,192.766,0.068,0,0,0,1,4,15300.0
2026-01-06 01:10:00,1767661800,1,1,42.103,42.206,-0.212,-0.038,-1.603,0.0,20.894,70.467,102.512,0.015,0,0,0,31,35,3600.0
2026-01-06 01:50:00,1767664200,1,1,63.155,63.962,-0.629,-0.451,-28.508,0.0,20.955,73.013,60.161,0.016,0,0,0,56,26,7920.0
2026-01-06 02:10:00,1767665400,2,1,62.466,63.275,-0.45,-0.625,-39.039,0.0,20.304,72.099,154.386,0.005,0,0,0,41,6,6300.0
2026-01-06 03:00:00,1767668400,3,1,54.95,55.562,-0.445,-0.445,-24.432,0.0,21.899,70.125,187.588,0.032,0,0,0,2,11,5040.0
2026-01-06 03:20:00,1767669600,3,1,63.669,64.097,-0.058,-0.352,-22.425,0.0,19.719,73.713,61.215,0.0,0,0,0,60,11,6480.0
2026-01-06 03:20:00,1767669600,3,1,54.771,55.397,-0.224,-0.575,-31.513,0.0,22.039,58.14,20.0,0.043,0,0,0,9,36,6480.0
2026-01-06 03:50:00,1767671400,3,1,79.508,80.651,-0.242,-0.87,-69.193,0.0,18.62,66.433,59.964,0.0,0,0,0,1,5,15120.0
2026-01-06 04:10:00,1767672600,4,1,41.77,42.094,-0.334,-0.139,-5.824,0.0,15.781,76.084,157.721,0.0,0,0,0,31,36,3420.0
2026-01-06 04:50:00,1767675000,4,1,63.628,63.741,0.472,-0.257,-16.328,0.0,17.705,71.346,187.314,0.0,0,0,0,56,27,7740.0
2026-01-06 05:10:00,1767676200,5,1,62.192,62.738,-0.274,-0.395,-24.577,0.0,18.756,74.569,20.0,0.0,0,0,0,41,7,6120.0
2026-01-06 06:00:00,1767679200,6,1,54.61,55.144,-0.34,-0.337,-18.377,0.0,17.801,80.1,81.635,0.0,0,0,0,2,12,4860.0
2026-01-06 06:20:00,1767680400,6,1,62.848,63.628,-0.821,-0.473,-29.738,0.0,20.759,65.235,107.505,0.013,0,0,0,60,12,6300.0
2026-01-06 06:20:00,1767680400,6,1,54.455,54.886,-0.317,-0.29,-15.767,0.0,19.892,77.754,20.0,0.0,0,0,0,9,37,6300.0
2026-01-06 06:50:00,1767682200,6,1,79.08,79.892,-0.428,-0.716,-56.623,0.0,20.398,82.263,20.0,0.007,0,0,0,1,6,14940.0
2026-01-06 07:10:00,1767683400,7,1,41.52,41.927,-0.25,-0.265,-11.01,0.0,21.509,67.644,245.358,0.038,0,0,0,31,37,3240.0
2026-01-06 07:50:00,1767685800,7,1,62.424,63.248,-1.204,-0.454,-28.313,0.0,21.794,59.312,280.699,0.056,0,0,0,56,28,7560.0
2026-01-06 08:10:00,1767687000,8,1,61.193,62.192,-0.999,-0.574,-35.139,0.0,26.342,62.557,557.176,0.208,0,0,0,41,8,5940.0
2026-01-06 09:00:00,1767690000,9,1,53.846,54.7,-0.764,-0.516,-27.795,0.0,21.023,49.202,764.594,0.232,0,0,0,2,13,4680.0
2026-01-06 09:20:00,1767691200,9,1,54.309,54.633,-0.145,-0.229,-12.412,0.0,21.641,62.731,652.223,0.157,0,0,0,9,38,6120.0
2026-01-06 09:20:00,1767691200,9,1,61.814,63.014,-1.034,-0.638,-39.417,0.0,26.192,66.199,719.443,0.252,0,0,0,60,13,6120.0
2026-01-06 09:50:00,1767693000,9,1,77.859,79.049,-1.221,-0.631,-49.091,0.0,26.594,50.619,671.101,0.291,0,0,0,1,7,14760.0
2026-01-06 10:10:00,1767694200,10,1,40.044,41.359,-1.476,-0.687,-27.494,0.0,23.102,53.072,860.657,0.275,0,0,0,31,38,3060.0
2026-01-06 10:50:00,1767696600,10,1,61.485,62.673,-0.938,-0.557,-34.224,0.0,27.063,51.522,784.831,0.327,0,0,0,56,29,7380.0
2026-01-06 11:10:00,1767697800,11,1,60.102,61.488,-1.091,-0.788,-47.362,0.0,28.032,63.13,892.196,0.332,0,0,0,41,9,5760.0
2026-01-06 12:00:00,1767700800,12,1,53.292,54.175,-0.554,-0.553,-29.446,0.0,25.347,53.884,947.531,0.32,0,0,0,2,14,4500.0
2026-01-06 12:20:00,1767702000,12,1,52.416,53.988,-1.893,-0.785,-41.149,0.0,24.97,49.77,790.849,0.303,0,0,0,9,39,5940.0
2026-01-06 12:20:00,1767702000,12,1,59.576,61.977,-2.238,-1.364,-81.279,0.0,24.249,51.959,939.38,0.311,0,0,0,60,14,5940.0
2026-01-06 12:20:00,1767702000,12,1,76.891,76.891,-1.844,0.0,0.0,0.0,26.862,66.661,990.158,0.314,0,0,0,138,0,11880.0
2026-01-06 12:50:00,1767703800,12,1,76.05,78.124,-1.809,-1.153,-87.666,0.0,27.652,62.339,1059.348,0.328,0,0,0,1,8,14580.0
2026-01-06 13:10:00,1767705000,13,1,38.896,40.557,-1.148,-0.958,-37.26,0.0,28.605,61.979,929.046,0.353,0,0,0,31,39,2880.0
2026-01-06 13:50:00,1767707400,13,1,60.241,61.944,-1.244,-1.129,-68.008,0.0,28.414,56.256,896.117,0.358,0,0,0,56,30,7200.0
2026-01-06 14:10:00,1767708600,14,1,59.372,60.715,-0.73,-0.94,-55.813,0.0,24.998,58.359,784.36,0.258,0,0,0,41,10,5580.0
2026-01-06 15:00:00,1767711600,15,1,51.325,53.268,-1.968,-1.095,-56.21,0.0,24.486,57.299,692.92,0.229,0,0,0,2,15,4320.0
2026-01-06 15:00:00,1767711600,15,1,76.072,76.072,-0.505,0.0,0.0,0.0,25.196,61.546,733.259,0.239,0,0,0,37,0,12780.0
2026-01-06 15:20:00,1767712800,15,1,76.506,76.699,-0.385,-0.385,-29.433,0.0,24.518,58.493,711.503,0.229,0,0,0,138,1,11700.0
2026-01-06 15:20:00,1767712800,15,1,51.728,53.227,-0.688,-0.909,-47.013,0.0,22.503,63.158,708.58,0.187,0,0,0,9,40,5760.0
2026-01-06 15:20:00,1767712800,15,1,58.159,60.599,-1.417,-1.563,-90.899,0.0,25.099,54.614,661.49,0.244,0,0,0,60,15,5760.0
2026-01-06 15:50:00,1767714600,15,1,75.523,77.128,-0.527,-1.186,-89.552,0.0,23.626,60.159,703.399,0.204,0,0,0,1,9,14400.0
2026-01-06 16:10:00,1767715800,16,1,39.106,39.891,0.21,-0.805,-31.468,0.0,23.328,69.533,509.622,0.152,0,0,0,31,40,2700.0
2026-01-06 16:50:00,1767718200,16,1,59.823,60.993,-0.418,-0.867,-51.864,0.0,25.968,60.003,491.569,0.183,0,0,0,56,31,7020.0
2026-01-06 17:10:00,1767719400,17,1,58.87,59.884,-0.502,-0.774,-45.588,0.0,26.222,69.426,128.312,0.104,0,0,0,41,11,5400.0
2026-01-06 18:00:00,1767722400,18,1,50.377,52.21,-0.948,-1.157,-58.262,0.0,15.849,68.693,139.184,0.0,0,0,0,2,16,4140.0
