fluorescence_intensity,colorimetric_index,spr_signal_strength,Ambient_Temperature,chlorophyll_content,Soil_Moisture,light_absorption_ratio,volatile_organic_compounds,Plant_Health_Status
53.142473325952736,0.7091310120594269,93.72940627655204,15.84427560830825,40.14508999262654,34.59935757977215,0.6462131675779194,18.396469099911748,3
40.91975924478789,0.6609138120907176,118.43603003954505,18.857780843671186,27.638642039695377,35.094616200449494,0.6784272177720058,11.44931696581309,1
35.87696298664709,0.4907687235327421,109.65375774418425,14.622059954607334,52.543383607573396,27.028945638091667,0.5939956392439912,4.426532004631323,2
64.65648768921554,0.5683591550305198,108.40188980903683,24.569651536045534,47.31000626785482,26.919282709755283,0.6631968173265742,12.88049463833702,0
47.74223699513465,0.7213097699979183,112.13701186431342,24.24839769864064,45.384349572164524,24.799006445222634,0.6844531241824453,15.316160732565505,3
50.67528204687924,0.6141716913639904,141.13087129659084,23.36651893406818,47.157342411708406,33.49407835140238,0.7304940023595209,13.620800200517717,3
35.75251813786544,0.8319329539981695,77.38223129348168,19.787111526647116,63.94361900582451,37.244100541688574,0.6980036768313318,9.206983681702575,3
44.556172754748175,0.6393317839394371,109.47264153622909,19.1388312328168,61.85094895036112,28.424590360455383,0.7397461556937779,5.921755120605912,3
51.10922589709866,0.6192049116490032,81.47237740036923,27.32184931773287,33.13284656996704,28.792847176375034,0.7674567552556715,12.429555978160511,3
38.490064225776976,0.5690883535797499,111.11025292684496,22.247240341457562,56.23884992811152,37.33391278449488,0.7529085046912051,19.48827885824872,3
53.75698018345672,0.6133540904782282,81.62626977027811,26.581791607680724,43.831681897589,32.52778926607504,0.7235254923689278,21.280987197068413,3
43.99361310081195,0.5847530163619455,91.65266372789831,20.573756569378887,44.99095816137749,32.181178524005276,0.7005931339590392,20.938566920692274,3
47.083062502067236,0.670810867668859,94.09820171524187,25.905313713855413,23.077291683566713,24.045417470131365,0.650960599579322,10.920452324257235,3
43.98293387770603,0.6956702316794584,119.51633438689419,31.516390186580317,38.29614234611804,33.39364034639709,0.7369972025689657,9.231468381848181,1
68.52278184508938,0.521401053949205,118.36908887884827,27.930829001963918,31.87176409663435,25.354318297451208,0.7839873691110764,17.483173074899476,1
49.86502775262066,0.46687670464422215,75.08565247107231,22.937930908917597,48.28058814893309,24.32989907032521,0.7171053019825209,18.175500057989627,2
39.422890710440996,0.4163794626896703,101.09868221999697,26.285994851779638,50.710805004028046,28.26614211616644,0.7958629574213061,17.000848026002487,3
58.225449121031886,0.6507991326912543,85.80840290501655,23.796674127348936,19.255136489836886,27.07103638275655,0.6237214145969457,4.929683628811183,3
37.791563500289776,0.48966333938261264,74.82990178649331,25.03940092347364,39.7796513599573,28.892001528074804,0.6422918307610229,10.665577075582668,3
52.08863595004755,0.38471094070475165,95.65965899151259,23.371944739257483,51.21861504794252,22.79509182737541,0.7427600753874131,14.851556048570108,2
30.403298761202244,0.6388578604530963,93.83034423088361,24.178323970573043,38.13321037686555,34.79408153233836,0.7132145105076625,17.436090973152137,3
36.71813951101569,0.8492999517432791,148.53432972691044,26.060466765370876,47.29063645002364,35.63843147258214,0.7656891088285903,18.836536813012433,3
51.96861235869123,0.5993929088460106,108.65919650721392,20.033206502090245,43.511654676270844,20.26328762929593,0.699226417963663,15.7212676114102,3
57.38466579995411,0.6838490774451642,72.44764998491526,19.920605865050106,43.41660231952626,34.892289028332755,0.6566012288735834,16.65391903269118,3
51.7136828118997,0.6081829358547565,88.70451991658115,18.057287230843944,37.286850219317024,25.947356850891868,0.6893203378897478,15.42432729180552,3
48.843517176117594,0.5901110346808857,120.42766590858797,16.99864447748145,27.834191958642904,34.28487768491393,0.6233658014538133,18.428096871092414,1
46.98896304410711,0.6919076482987768,141.7688554573985,18.913586538897604,28.784698525749725,29.657767536667922,0.6435704663451483,16.564328257454555,1
35.214780096325725,0.5709725455811349,68.28033375524083,25.797312534020644,47.09352514455317,30.14387782040499,0.7486221998959005,15.328688300236436,3
42.801557916052914,0.6267392314071902,62.4015122972191,20.53606242254058,40.19458255518883,29.074511752893905,0.7436393707234804,13.658156004313096,3
45.393612290402125,0.6321697806196014,137.41930350743564,27.56807232115548,38.614877553927755,36.06064602116743,0.7181502142403038,15.406457125212405,1
60.57122226218915,0.5331909546356951,107.79228354741808,25.17356874376281,35.76109957677647,23.802059937374857,0.6139461239519765,17.422956894196375,3
53.43618289568462,0.6992042349536522,82.63414536247268,15.157478932809731,36.94811154519248,33.03920169367504,0.6820798212243555,16.337376944490305,3
32.36959844637266,0.5825040243304591,110.69258172244871,28.274877921108448,50.46911794488139,35.50665082444775,0.6387500055669975,16.904132091726268,3
53.24083969394795,0.5244254840507155,47.28504521966244,29.05399322795855,36.647559181319735,33.581700402702054,0.7588266626893883,21.713609306755927,3
46.149177195836835,0.6536509843570404,100.06751013194322,20.030686625825734,26.589352866984314,41.62349457161709,0.6708138933218699,16.325819613732936,3
43.23077999694041,0.5101532018208963,106.55642345686171,27.10095771447496,47.43651775540173,27.355266186376504,0.6457126144609224,11.755007397634213,3
56.11676288840868,0.6028181157369128,118.4854027907566,20.717508812954005,37.95123336135283,34.786524112967655,0.7014898082560712,19.418033929970846,1
60.30999522495951,0.5990881003355796,79.72208095414925,25.48835188374168,40.31395865532777,29.469546823292898,0.6679922771582694,8.169008311655412,3
59.31280119116199,0.7085895565831578,101.71374322806719,18.67750796522517,56.075783063995104,36.16703038176335,0.7741871955101853,9.592933096303565,0
41.607824767773614,0.6474698232879953,81.49150747880824,16.034467737327116,39.794394426494925,29.961555021393153,0.6632594551232904,16.679236323600346,3
46.907876241487855,0.5974973041254856,105.10767511348634,23.085914051935156,42.891836731187254,28.06062109068765,0.6300385870387684,17.581983338932893,3
53.31263431403564,0.6817766299200287,82.09307355273953,24.381355268625818,28.210765087016746,36.530361019358146,0.5923543242121242,8.774743882480024,3
59.75545127122359,0.7390207549017314,91.83798321679559,23.01160153192698,37.8033054764904,27.54219030490535,0.6984606748793292,13.085912595066251,3
45.2082576215471,0.6557810306351862,80.08369210419542,19.0798472088872,46.09526045208601,22.936371205497217,0.6719034943071036,11.969580838901706,3
48.14341023336183,0.601035261984338,113.02272483647315,23.000504689344314,24.446262661587575,27.415765584130856,0.6285547696744136,12.566618385592015,1
38.93665025993972,0.468816376764984,117.16902233313331,26.34647376290367,42.00845093115709,33.09516473294266,0.7594613230627892,19.71798888136473,1
38.037933759193294,0.4934886336924627,95.30758860085173,24.775534849387316,41.00791072644806,36.96019375793546,0.7333622573714621,18.532527317736264,3
58.125258223941984,0.5694775295645332,100.76475989920057,25.91250515299607,40.412874555874396,30.55564687648256,0.6985891060531385,14.904389100731462,3
63.56240028570823,0.5390487797840716,71.02817170732912,21.649423997728835,50.37158898658243,36.59098533617013,0.7682163122085433,12.27019036442536,0
49.27989878419666,0.5813028697014554,94.00646703986426,30.858589573580797,43.344385148485216,23.20912539261203,0.7331268016699306,8.251751648899297,3
60.03532897892024,0.6056649924897107,98.9959076591651,19.119133317226098,54.78071898356444,27.783682675910484,0.6588572049240783,22.100924693909743,0
53.61636025047634,0.6529692754356731,152.4158618205995,27.437801485433592,30.06410484405964,28.557124414229495,0.6480389918004617,17.960569501424594,1
43.54880245394876,0.5929501221940908,77.76065948451674,30.90945546479981,41.35924567218348,29.4272028626374,0.740899077222693,11.466654479634297,3
53.61395605508414,0.6486501643826201,129.28354477504874,27.40454046374448,40.844667863899474,30.420471941250984,0.7198183478233675,18.597997488124456,1
65.38036566465969,0.606447441481012,119.93717546931616,23.98737886467585,29.3074550624492,33.45455478696096,0.7084873883985331,14.648881897126872,1
49.64173960890049,0.4024533433646128,105.61272808980273,22.358514766685104,49.56295002091346,27.77596580914755,0.6576751098565545,13.564452475688286,2
65.64643655814007,0.5060664606181245,135.17240968390269,30.18043825523128,63.24673305852818,30.69514343476563,0.7303973783502876,17.17605764144801,0
23.802548959102555,0.5855912444278384,107.44210945213726,17.885125373691636,39.82993925516169,29.77438554837974,0.6622250558433025,11.292508750436376,3
58.21902504375224,0.4790305257158892,107.78318391335857,20.14937869810178,45.05021088273767,25.37055048054425,0.6949006672703161,13.28121740244945,0
50.870470682381715,0.6599928729996204,98.9375869396491,23.01221117254139,40.84518475815327,29.431666554592823,0.7723472073193489,15.60730532099773,3
47.009926495341325,0.7530750832343698,124.47137764837255,31.18826878755999,32.864153300928244,29.281702350514408,0.6669582882094927,12.502744035573933,1
50.91760776535502,0.7218761851697316,121.92938467621767,26.89883818020448,21.792397221979837,29.17459717498477,0.6213505371463569,18.34542605133762,1
30.124310853991073,0.5786557129069791,87.48645425007575,20.159771207448774,32.94226516904635,30.158797282907255,0.6473726404064944,24.345332518391302,3
47.80328112162488,0.7490726136849952,73.61505610802465,23.448461473075483,26.080416190482687,30.37836770306693,0.7497149413343811,11.228509336964287,3
53.57112571511746,0.6148667457202112,95.94038725208686,21.92838427951853,57.04102078059118,27.83852410446335,0.7127365568690104,6.6743735184797774,3
64.77894044741517,0.566291402888196,83.99922871204707,21.451055038832326,38.84890306076761,36.36357366985632,0.6935561310655622,4.9912991626186916,3
44.81729781726352,0.538659733645906,98.7295085076929,29.894447792783897,36.54080670952829,24.152596853984917,0.6745453097344215,14.24765929252509,3
41.91506397106812,0.5697530313511872,124.74876269368278,18.141284353682472,48.89153824787806,26.39514945765052,0.7242679953776595,11.684177049369087,3
44.982429564154636,0.561182318145877,90.8539668982642,33.04390427867187,28.78248897144112,43.899818121117775,0.6575447574504888,16.039302505335403,3
59.15402117702074,0.6170416222375488,99.14353237376851,29.141148450923115,32.331359619954476,24.81004322505385,0.7152832784321298,15.662988360130505,3
53.287511096596845,0.6160573981049864,101.1604546961679,30.45430835301849,40.68072269248621,23.231226626451207,0.6634372715593521,6.983915766929519,3
44.70239796232961,0.6003046020153414,116.96861764410569,22.68530243987371,50.287689914234804,33.67238372500609,0.6551170307362473,5.9255808525929705,3
55.13267433113356,0.643693816974635,55.0622133203079,24.250296404604452,45.01685045168788,19.61440073113063,0.6681256282587493,16.479666201730478,0
50.9707754934804,0.7190646274786341,87.86599410469407,17.83424092737644,42.48325142515882,28.823630450137806,0.6812296276758019,15.677144173599785,3
59.68644990532889,0.6949554135441324,104.22567384558945,22.376687964665983,40.78117735236016,40.72912462538244,0.6975585082033148,12.870910008167243,3
42.979469061226474,0.4515102031550096,124.00157912853723,27.468274238215756,44.002358555267755,22.275320389233,0.7117727897555557,6.7142820743384775,1
46.723378534022316,0.3446078865098045,90.1619510498759,31.48031530890698,42.016529051292544,20.090177571306434,0.5155817354285778,17.356956313824952,2
46.078918468678424,0.6934319911239274,62.46894587916252,19.464215915987744,29.70027725223064,22.50409399021151,0.6596174721126618,21.359497727119717,3
35.364850518678814,0.46331213015845785,112.39422891932273,23.17247031507367,40.46079221633151,34.49179784173493,0.680421501132198,16.38991220109461,1
52.96120277064576,0.5775234598107316,87.29275222348741,24.24350389883739,29.263113410822474,35.62388359992906,0.7752531019304165,10.762630547174677,3
52.610552721798896,0.482988697394064,76.20666681819277,18.021053989037576,40.81082542900824,27.437056015107455,0.6459998695808934,15.222760827855756,2
50.05113456642461,0.419801956241998,87.51309220573552,27.956746208792,35.19352058511758,33.41606202000534,0.7081398309049955,8.169429595331575,3
47.65412866624853,0.6541462728204788,96.309492846883,21.380048341286955,65.39381622782861,36.95127663755995,0.7747515154867919,20.289803569193964,3
35.84629257949586,0.6759155160302647,87.90510670923575,24.02304824411488,39.601056162482884,38.93673207214913,0.6343515735026363,15.409221672647694,3
45.79354677234641,0.542348959927328,55.888678858018615,22.74025314044061,25.95760433738411,28.76832359410076,0.7196987612932201,6.15921544123384,3
46.572854834732304,0.340895770785509,117.94132393774265,21.053307471401627,38.658197893230756,18.492641411650066,0.6598864083032739,13.496628197781586,1
41.97722730778381,0.5453755551747517,125.49750082557445,24.964775072597227,45.19358745637888,25.895605387951566,0.6747683128855382,17.316507551171153,3
48.387142883339905,0.6391804005402546,113.03043982679011,23.92195210715989,56.733639461525236,27.86597902532371,0.6598444583023342,13.334761895122387,3
54.040508568145384,0.4521088431225871,77.24628659150366,23.140710588606673,34.10547600061282,28.705306017108047,0.6634071345792056,13.62052139279913,3
68.8618590121053,0.6183359919779156,95.97016932104964,21.357691891598286,24.1757202597636,29.0607029949564,0.8360956073953246,8.877988964763642,3
51.74577812831839,0.5984690150827005,99.86957369541084,26.597623353914777,48.16837011430981,35.59447298965335,0.7422227936035832,17.83270493540828,3
52.57550390722764,0.6579291499601088,111.97588779123821,33.26808634246142,26.19401294100349,36.372142133437904,0.7550868930893104,11.757653999904313,1
49.25554084233833,0.6119580368414153,113.36680977436161,25.699436164195635,35.63844558492515,29.141631730376083,0.7245996743418248,4.217773114974836,1
30.812287847009586,0.5026931059118445,85.31652402443008,29.980591074555644,37.42379514489006,35.492424380259095,0.619687160579902,13.14371314664803,3
49.73486124550783,0.7196571501664492,101.63991112827121,18.048890374232688,39.30366546699892,31.788306833155445,0.7197478985161653,19.905748577851767,3
50.60230209941027,0.584147042697303,109.14560809230483,25.78880719646885,46.89164457074335,30.32252986431286,0.7536464807253673,13.065352767000263,3
74.63242112485287,0.5972695460490068,129.11644644293534,19.513158405144665,33.16365717713612,34.53272078554982,0.6573300262980444,23.689924925617603,1
48.076390352188774,0.5066732040926804,114.09013079649446,17.615375362340494,37.262707478332395,30.36126024118958,0.7482663333580563,17.144839742742587,1
53.015473423336125,0.555671774880849,115.78113374751038,21.30314296270482,39.857296470506114,40.28905588548881,0.7352168104927039,16.69379081140183,1
49.65288230294757,0.5115197285973099,101.67653255858721,30.959496672067864,41.49597957518788,22.807944166027205,0.7926020022406834,14.358008670411955,3
38.31321962380468,0.5827053940076576,128.20918290407008,29.750079143348227,40.978271747079226,27.42414550453991,0.679110849374319,14.658568961178547,1
61.42822814515021,0.7711708480142343,108.19525591918995,26.215023610272,44.3600577522258,29.36740551523025,0.6451194508862136,13.68288182440248,3
57.519330326867745,0.4628098857068643,82.77824179652859,17.336497200550347,48.43839509641737,32.19726345228995,0.6819185945313727,13.488653039587367,0
57.910319470430466,0.4386438602123258,128.0673994025038,24.018596743060314,43.92634115650968,36.339802435515445,0.7717785496581812,17.654335810335745,1
40.906125452052606,0.7471170327493608,113.95806545078055,26.50850004450868,44.535855235092185,29.878007163819216,0.6085797059579018,10.320843851047172,1
64.02794310936099,0.5790676322848134,91.13911957743035,25.87768114789299,24.177768332535223,22.888851752468966,0.5965812142284483,9.620530856378702,3
35.98148937207719,0.5330927261340084,90.41014065201513,15.78103208259627,40.50227699165681,34.21256948227502,0.7044697639465807,9.384024745623112,3
55.868570938002705,0.7039904687396077,105.93151090281523,20.54841075990064,44.79507548001609,33.774793830709825,0.6778705353612922,25.22827273838577,3
71.90455625809979,0.5394384460263135,109.2636959053517,24.679611179256415,47.2894119457045,20.29070670310297,0.7003863946587842,17.6517145083529,0
40.09463674869312,0.7826009713546936,103.94584531262413,27.68145454758595,33.07649225766206,29.980979331646004,0.7472655885617933,16.522461008400725,3
44.33702270397228,0.6677925871339269,106.2261734688577,14.019360894500268,33.40960725111355,22.04929084659851,0.6723715326940574,9.712426648532842,3
50.99651365087641,0.5512088591854297,133.9991474915276,24.189380122600706,34.258993247164014,26.676744512489687,0.6063497084534689,18.11671150337414,1
44.96524345883801,0.8157308213265504,121.43086304469772,25.71524384939476,45.36413899891343,25.485955365186,0.8022240778599972,14.417143267733357,3
34.493365689338674,0.5394285076996661,103.81271182530048,29.248059942581065,50.33881054924208,34.04632349120993,0.6501385856280611,16.07084470565875,3
50.68562974806027,0.6742095372009307,118.82621161534966,28.464287921187182,35.92539892708398,30.58415087086092,0.6470481438993951,10.116898420682219,1
39.37696286273895,0.6299292580406491,79.34952192944921,27.912856594044026,49.07962313627049,23.572044996219862,0.7551860006861297,15.801344287087883,3
54.73592430635182,0.7301741289398798,107.95854099893617,21.00029746649033,41.23479809164594,34.40032981478671,0.6807755439479241,12.880832308967584,3
40.80575765766197,0.7561511196726852,136.1861269946622,15.459989314383462,38.757142228375635,22.830970880357928,0.6968305073982595,11.171944214849061,1
65.4993440501754,0.6032004149065766,95.63908209215252,23.034736214692995,37.88615770182031,31.650568952354718,0.7241395062030158,18.670531679036245,3
42.16746707663763,0.5246582129653816,83.0473214276183,30.0081591260428,47.46611364602157,25.92994665354222,0.7541791551554997,7.311460957349988,3
46.77938483794324,0.6459972142939117,86.9582222281388,31.96727263762216,43.2557781678707,28.1716145873474,0.6833269653409113,17.823881321570752,3
58.135172173696695,0.5322284630247893,78.20733925315224,28.552745511488926,62.75825427647638,32.52135374019192,0.775997600295715,18.42243066776498,0
37.69135683566045,0.8013387247526623,84.30476183744594,27.14670411400867,31.477753570026756,32.60724699529764,0.5932100075632597,10.601781622243797,3
52.27459934604129,0.6136535331082738,92.58983802819942,26.898198241929826,45.181017020299755,36.6848453677798,0.7379893618476538,10.898357694337662,3
63.07142754282428,0.5634678448687891,71.88865961642716,22.219406266196096,34.70798990188487,29.588731501642734,0.6580236220991171,13.884871593667988,3
33.92516765438772,0.6184680305864908,100.31236667899206,24.3496985322319,31.307130130113563,31.532254314816704,0.7686135658303995,16.410181052311103,3
51.84633858532304,0.46528737104703033,118.04554347573294,33.34534762913165,39.89132862965028,27.811313387978377,0.7071022239415272,14.235725040928873,1
52.598827942484235,0.5028385961489348,81.8448763970616,20.287209971040618,41.37352479407036,30.90994941311399,0.6663547333995299,17.167812300959397,3
57.8182287177731,0.7200413907944425,130.38567847283537,33.07389395354926,69.18173555060093,32.19743024004256,0.7331420546510816,23.814898262686995,0
37.63049289121918,0.5343105721028604,110.21584177055189,23.38985922753971,38.15854184316798,29.50845076272812,0.7446594173603626,12.461416154251431,1
36.795433869157236,0.49530890173180603,120.61161171248115,31.62716054547539,28.698212705153168,20.981247579537516,0.7320947061429318,6.424100146482898,1
55.21941565616898,0.6536652752527286,86.84330892295726,17.96592495251231,42.73010717494385,31.657354481654476,0.648515188018347,19.129617915153265,3
52.96984673233186,0.7185704154662997,117.09050454133231,27.929521005823247,19.253599624536317,31.822807386777285,0.6757991438188957,23.41657287963765,1
52.504928503458764,0.6718953310665067,78.16132199209375,21.31614932026189,39.08043217395734,26.599132618260246,0.6997963581439282,16.963841815255623,3
53.46448209496975,0.6996047685805816,117.80495001673017,17.923664040379062,40.160252822951605,23.57806481963743,0.6979370173674969,9.56125662323166,1
43.19975278421509,0.5243204911430539,103.43678679587063,26.092670212054728,47.94600382945212,37.37939575251983,0.7374872737719174,14.380538183823996,3
52.322536971610035,0.4578189333258156,111.06502439969567,30.047358942979844,49.736222494278465,32.45722755447201,0.5992549383746695,9.407382578941839,3
52.93072473298681,0.7501333651955486,76.48810788750296,20.775292807032518,34.96430381092283,28.854594845391453,0.7167163527276751,18.21427746981474,3
42.85648581973632,0.5677320161157864,82.09860315446791,17.504920197707996,38.49385985370067,24.314835584262564,0.685500932278168,8.243547986507828,3
68.65774511144757,0.5749166983544952,111.94456436506769,24.540776178325224,32.33879169389329,25.890925857893272,0.6580749691808023,13.499356065859,1
54.73832920911788,0.7328194141849058,81.03303991551599,24.562823356114095,28.71937445192306,36.51295198393116,0.66287566111152,9.978310868530468,3
38.08696502797351,0.655623000940066,109.26412584198246,27.741598137772492,43.098947793806346,30.68830970434023,0.6892731167741017,15.63412342567481,3
56.5655360863383,0.6455887772081608,72.65724387079509,29.747972856822443,27.264144514034008,27.24706466499647,0.519945744777024,13.168291614311212,3
40.253183297726785,0.8165002344901084,116.96348425333336,24.70292409363753,35.85373099428137,32.54844615612328,0.6649355214604225,15.88381051625132,1
57.87084603742452,0.5356481769619856,75.34953370462982,34.27751657397131,30.048260401007624,25.928009062768382,0.6562092587676853,15.111752774831828,3
61.58595579007404,0.6927840128081237,111.04599875359047,26.12117372267646,45.496831862902596,37.504215151401894,0.7266391604661312,10.06670486137945,0
41.7931768164829,0.6057013124897084,112.51261867292001,23.267867469965502,58.01430099266488,36.76400267448363,0.659723665874474,18.13438531764511,3
59.63376129244322,0.6268592278863256,86.0645636314085,16.94216320448586,26.984120171966687,27.667129643986115,0.6892443099914755,14.756171740784424,3
54.12780926936498,0.7528468426412531,111.64053134169454,23.68670239841916,21.469815171024308,26.856648764845698,0.777113831383065,10.057354960670498,1
58.2206015999449,0.6507835756289624,105.20884526667112,23.31806527294432,38.751131146499326,16.9093340065386,0.7497175759907712,26.204632781028963,3
68.96792982653947,0.6538296079049633,89.22316287614524,29.80152398140735,40.15697795957758,22.59209614224316,0.7451135699971726,17.382150833585623,3
47.54611883997129,0.7072507337309802,79.82890631847584,27.31241812033427,42.18659306757298,23.30265112521122,0.6750063784794573,14.233697233003474,3
42.4626383564251,0.5635047270457114,60.74748616654842,19.103154391836913,35.53679484765655,30.675951704936928,0.7271516139644826,22.07602263350912,3
41.10485570374477,0.5160790332660994,106.99300094599387,25.86127193205519,37.99360701174568,28.3688314777932,0.6883051099773203,24.209078046933037,3
41.841897150345616,0.4955190805978966,68.7039445727589,28.357655858645266,43.67510410540602,23.273322562923795,0.6901953394661531,14.273252888430575,2
49.228982905858956,0.4033643410623998,101.90688398882617,32.640156796939166,50.40430892644839,28.594179787677213,0.7204842671873275,16.73698743217381,3
53.41151974816644,0.8056207129940323,94.73103567835501,29.437519837070298,20.449512296817172,32.52668573823674,0.6701503205789533,10.059985909985295,3
52.766907993300194,0.4896791634278317,113.58285550876391,28.80423327155739,36.310605609685375,32.639196749577934,0.7746501552221601,14.264036246159943,1
58.27183249036024,0.5778746376414228,93.95909001020271,25.30042997307582,42.13808793941063,20.501648595705596,0.691993493020103,14.00468723120065,3
50.13001891877907,0.5723186700111079,93.41104427305817,26.941560027117248,30.82023895389264,29.358682597580845,0.7309180283129832,15.92413516810827,3
64.53534077157317,0.63074066978091,114.63741408576591,31.247524503530794,57.311696317673,23.08329611514195,0.7727800239628648,16.66380239318505,0
47.35343166762044,0.6815737212539297,106.70116058168234,18.33611301260175,33.64590119771263,34.50864348570137,0.7515826887287587,17.7991422441403,3
77.20169166589619,0.6860473488359745,106.32311914365556,23.25280336391522,39.58707312992717,33.92073208176749,0.6295540448654737,16.188213281499795,3
56.25667347765006,0.5416922561431061,109.38535179617053,21.137156256218795,45.56022096842291,25.509863868377707,0.7222447947504942,8.946286866854177,0
41.42842443583717,0.5832878286213589,69.28855753585788,26.89576559363062,34.087152111981055,26.169773987998,0.7425359697230323,10.307664471294576,3
39.29107501938888,0.62825799504883,115.13577359973964,31.151110878253938,21.534269521955828,27.693664747508464,0.7445931511080374,12.267961902681634,1
54.824724152431855,0.5751308873816453,112.24937588027204,22.01512856639463,35.71345473083467,18.736033026343303,0.6443352582942684,13.588797040383856,1
47.76537214674149,0.7607345576019993,79.66633742847006,13.04847816265281,50.2944055592704,31.679840867202884,0.6671482381491337,20.253871452360567,3
57.14000494092092,0.6490974951638251,95.11839052651598,22.93889627487765,36.631048732148614,28.635777268299346,0.749727911787081,9.185305065735434,3
54.73237624573545,0.6734877786049818,99.21385424744737,29.567368660087034,31.535656985410213,34.850875412839294,0.6619119814658677,13.2129247591465,3
49.271710873431275,0.6662881268667412,97.31006431196535,27.688149514749398,49.256722095027214,24.507953910187236,0.6850151971667843,19.76504749107025,3
41.532062819315954,0.7173473857485325,106.67719933137069,27.140931239052883,36.692251039769474,26.90438525875034,0.7787937904750984,13.500612627516938,3
34.851527753141355,0.6181021558703707,128.62733563662368,23.600033490627602,34.89839186349783,22.467373709804423,0.6976100374807604,17.30207824921412,1
45.53485047932979,0.4703168052044153,121.63533455345657,18.604846318901068,41.4945608966331,24.978547182528736,0.6636612931083078,14.302289785360482,1
58.56398794323472,0.6399687951752642,73.75561613137188,27.576471608122336,47.70750209618787,24.090090019658906,0.6561191321568547,16.283916286623615,0
52.14093744130204,0.5348643106208171,112.44139980612097,20.828590949826875,63.81713531732546,34.97986839423223,0.7166359664792593,13.857637280952297,3
37.542612212880115,0.5471383318250242,126.5786663907082,35.920483666902285,48.27236107657423,26.508690756243038,0.6333425995761395,18.33532736364177,3
51.73180925851182,0.6586364018755093,107.73617041378405,27.85253604177258,51.59839966388344,30.620878423723067,0.6876332018051791,7.274717962967824,3
53.85317379728837,0.7238283071433635,121.81960850371934,22.096758487230247,34.940338010121444,28.096182980690976,0.716661526749501,13.183439958057274,1
41.16142563798867,0.6021271576736061,140.2454089140153,21.94307376305686,29.741318940305238,23.652673669935936,0.7649574910273833,16.48286338347154,1
51.53725105945528,0.6308833012598963,120.47419092213963,24.535278966932058,40.62331349619123,29.158497884141788,0.7333774040184997,17.668476240030966,1
50.58208718446,0.7702214944635237,104.98617191283458,23.80249038989125,41.07169915259596,32.99551665931797,0.664296744100891,22.464763113769138,3
38.57029702169377,0.6240753179488568,120.90176948169507,30.584168877649773,29.214872586354026,23.96120303728324,0.7589209658781859,13.044876665672119,1
53.577873603482836,0.8601683114180394,102.89775666193782,25.932080848720233,38.24705470095987,34.045563953656895,0.6850242481226261,22.397408809304366,3
55.60784526368234,0.6565509645631544,100.4780608656991,21.341841305457358,43.99317601719131,25.75139539261152,0.6382148488975296,11.704880866701647,3
60.830512431752766,0.4239237240844182,92.97171528572535,34.45220342577891,43.6039339501808,27.585080369635797,0.6913979320367263,21.643232057723218,2
60.53802052034903,0.6753341621104533,131.26826717664215,25.246541657601114,45.042878533842725,32.653415615050235,0.7719084600572851,19.08733563349186,0
